Date,Open,High,Low,Close,Adj Close,Volume
1968-01-22,558.080017,558.080017,553.109985,554.590027,554.590027,0
1968-01-29,553.750000,553.750000,546.239990,546.340027,546.340027,0
1968-02-05,543.700012,544.760010,531.010010,531.010010,531.010010,0
1968-02-12,525.729980,533.130005,525.729980,530.909973,530.909973,0
1968-02-19,532.700012,538.309998,532.700012,535.880005,535.880005,0
1968-02-26,531.539978,533.440002,524.250000,524.250000,524.250000,0
1968-03-04,516.630005,523.929993,514.940002,522.659973,522.659973,0
1968-03-11,529.429993,530.380005,518.849976,523.080017,523.080017,0
1968-03-18,526.150024,526.150024,518.539978,518.640015,518.640015,0
1968-03-25,518.010010,529.219971,518.010010,529.219971,529.219971,0
1968-04-01,542.119995,550.570007,542.119995,547.609985,547.609985,0
1968-04-08,557.340027,566.750000,557.340027,566.750000,566.750000,0
1968-04-15,567.700012,571.619995,564.530029,564.530029,564.530029,0
1968-04-22,561.679993,573.729980,561.679993,573.729980,573.729980,0
1968-04-29,575.320007,582.190002,575.320007,582.190002,582.190002,0
1968-05-06,580.919983,584.619995,580.919983,583.039978,583.039978,0
1968-05-13,581.659973,581.659973,575.000000,575.000000,575.000000,0
1968-05-20,572.359985,577.640015,572.359985,577.640015,577.640015,0
1968-05-27,576.900024,586.840027,576.900024,586.840027,586.840027,0
1968-06-03,594.140015,603.869995,594.140015,603.869995,603.869995,0
1968-06-10,604.609985,606.090027,602.909973,602.909973,602.909973,0
1968-06-17,596.460022,600.270020,595.830017,600.270020,600.270020,0
1968-06-24,598.260010,598.260010,592.969971,592.969971,592.969971,0
1968-07-01,591.710022,601.429993,591.710022,601.429993,601.429993,0
1968-07-08,607.780029,610.000000,607.780029,609.580017,609.580017,0
1968-07-15,608.619995,608.619995,597.840027,597.840027,597.840027,0
1968-07-22,590.119995,590.119995,581.340027,583.250000,583.250000,0
1968-07-29,578.489990,579.229980,572.880005,572.880005,572.880005,0
1968-08-05,574.789978,577.330017,574.789978,575.849976,575.849976,0
1968-08-12,581.450012,585.260010,581.450012,585.260010,585.260010,0
1968-08-19,587.260010,587.260010,585.469971,585.679993,585.679993,0
1968-08-26,586.630005,586.630005,585.150024,586.210022,586.210022,0
1968-09-02,588.429993,598.789978,588.429993,598.789978,598.789978,0
1968-09-09,599.419983,599.419983,595.200012,597.419983,597.419983,0
1968-09-16,599.640015,603.020020,599.640015,603.020020,603.020020,0
1968-09-23,606.190002,608.409973,606.190002,607.669983,607.669983,0
1968-09-30,610.099976,615.710022,610.099976,615.710022,615.710022,0
1968-10-07,615.710022,615.710022,613.059998,613.059998,613.059998,0
1968-10-14,614.020020,622.900024,614.020020,622.900024,622.900024,0
1968-10-21,623.739990,623.739990,618.030029,619.940002,619.940002,0
1968-10-28,617.820007,617.820007,612.750000,612.750000,612.750000,0
1968-11-04,612.960022,618.250000,612.960022,618.250000,618.250000,0
1968-11-11,623.109985,630.719971,623.109985,630.719971,630.719971,0
1968-11-18,631.669983,635.380005,631.669983,635.380005,635.380005,0
1968-11-25,636.859985,647.849976,636.859985,647.849976,647.849976,0
1968-12-02,646.479980,646.479980,643.729980,645.309998,645.309998,0
1968-12-09,644.049988,644.570007,642.669983,644.570007,644.570007,0
1968-12-16,642.039978,642.039978,637.599976,637.599976,637.599976,0
1968-12-23,630.929993,630.929993,628.289978,628.289978,628.289978,0
1968-12-30,622.159973,623.320007,622.159973,623.320007,623.320007,0
1969-01-06,614.119995,614.119995,603.440002,604.179993,604.179993,0
1969-01-13,600.270020,611.270020,600.270020,610.739990,610.739990,0
1969-01-20,609.359985,614.440002,608.840027,614.330017,614.330017,0
1969-01-27,614.330017,617.289978,614.330017,617.289978,617.289978,0
1969-02-03,616.450012,620.039978,616.450012,620.039978,620.039978,0
1969-02-10,620.679993,620.679993,620.039978,620.039978,620.039978,0
1969-02-17,612.539978,612.539978,595.409973,595.409973,595.409973,0
1969-02-24,587.789978,587.789978,583.559998,583.559998,583.559998,0
1969-03-03,584.520020,592.229980,584.520020,585.039978,585.039978,0
1969-03-10,586.950012,589.169983,580.820007,580.820007,580.820007,0
1969-03-17,582.190002,591.919983,582.190002,590.750000,590.750000,0
1969-03-24,589.799988,601.119995,589.799988,601.119995,601.119995,0
1969-03-31,600.270020,600.270020,595.940002,595.940002,595.940002,0
1969-04-07,590.969971,600.799988,590.969971,600.799988,600.799988,0
1969-04-14,600.059998,600.059998,594.559998,598.049988,598.049988,0
1969-04-21,593.710022,601.010010,593.710022,601.010010,601.010010,0
1969-04-28,603.020020,615.070007,603.020020,615.070007,615.070007,0
1969-05-05,617.510010,621.309998,617.510010,621.309998,621.309998,0
1969-05-12,620.359985,627.229980,620.359985,625.539978,625.539978,0
1969-05-19,620.260010,620.260010,614.969971,618.349976,618.349976,0
1969-05-26,617.080017,617.080017,610.530029,611.900024,611.900024,0
1969-06-02,608.840027,608.840027,603.549988,603.549988,603.549988,0
1969-06-09,597.840027,597.840027,579.440002,581.559998,581.559998,0
1969-06-16,579.549988,579.549988,567.280029,567.280029,567.280029,0
1969-06-23,563.789978,569.919983,563.789978,569.710022,569.710022,0
1969-06-30,572.359985,583.780029,572.359985,583.780029,583.780029,0
1969-07-07,580.179993,580.179993,558.820007,560.940002,560.940002,0
1969-07-14,553.750000,560.200012,551.419983,555.969971,555.969971,0
1969-07-21,547.510010,547.510010,537.359985,537.359985,537.359985,0
1969-07-28,525.830017,545.820007,521.390015,545.820007,545.820007,0
1969-08-04,542.960022,549.200012,542.960022,548.780029,548.780029,0
1969-08-11,545.500000,549.619995,541.059998,549.619995,549.619995,0
1969-08-18,553.530029,561.570007,553.530029,561.570007,561.570007,0
1969-08-25,556.280029,559.770020,552.049988,559.770020,559.770020,0
1969-09-01,559.349976,559.349976,547.719971,547.719971,547.719971,0
1969-09-08,542.219971,555.020020,542.219971,551.840027,551.840027,0
1969-09-15,555.119995,558.719971,554.799988,558.719971,558.719971,0
1969-09-22,561.150024,561.250000,552.270020,552.270020,552.270020,0
1969-09-29,548.250000,548.250000,543.169983,547.400024,547.400024,0
1969-10-06,548.349976,549.619995,544.440002,549.619995,549.619995,0
1969-10-13,556.500000,568.440002,556.500000,568.020020,568.020020,0
1969-10-20,569.710022,580.390015,569.710022,580.390015,580.390015,0
1969-10-27,579.760010,579.760010,573.099976,575.739990,575.739990,0
1969-11-03,575.320007,582.299988,575.320007,582.299988,582.299988,0
1969-11-10,582.820007,582.820007,574.469971,574.469971,574.469971,0
1969-11-17,570.140015,570.140015,557.020020,557.020020,557.020020,0
1969-11-24,551.099976,555.020020,549.619995,555.020020,555.020020,0
1969-12-01,551.099976,551.099976,541.159973,541.380005,541.380005,0
1969-12-08,534.080017,535.669983,533.659973,535.669983,535.669983,0
1969-12-15,534.179993,539.260010,526.359985,539.260010,539.260010,0
1969-12-22,534.289978,542.330017,531.650024,542.330017,542.330017,0
1969-12-29,538.520020,550.890015,538.520020,550.890015,550.890015,0
1970-01-05,553.640015,553.640015,547.929993,547.929993,547.929993,0
1970-01-12,543.599976,543.909973,538.630005,538.630005,538.630005,0
1970-01-19,531.539978,533.229980,527.950012,527.950012,527.950012,0
1970-01-26,522.130005,522.130005,502.679993,502.679993,502.679993,0
1970-02-02,506.690002,513.140015,506.690002,510.079987,510.079987,0
1970-02-09,514.309998,514.409973,509.649994,512.719971,512.719971,0
1970-02-16,512.299988,520.229980,511.350006,520.229980,520.229980,0
1970-02-23,520.229980,529.739990,520.229980,529.739990,529.739990,0
1970-03-02,530.700012,533.760010,529.109985,529.109985,529.109985,0
1970-03-09,523.510010,524.250000,518.320007,518.320007,518.320007,0
1970-03-16,512.609985,516.000000,512.510010,512.510010,512.510010,0
1970-03-23,512.190002,529.000000,512.190002,529.000000,529.000000,0
1970-03-30,527.419983,529.739990,525.510010,525.510010,525.510010,0
1970-04-06,521.280029,521.280029,516.630005,516.630005,516.630005,0
1970-04-13,512.400024,512.400024,500.029999,500.029999,500.029999,0
1970-04-20,501.089996,501.089996,481.420013,481.420013,481.420013,0
1970-04-27,473.070007,475.609985,466.089996,473.170013,473.170013,0
1970-05-04,460.910004,463.660004,455.829987,461.119995,461.119995,0
1970-05-11,456.049988,456.049988,437.440002,445.579987,445.579987,0
1970-05-18,445.790009,445.790009,417.029999,417.029999,417.029999,0
1970-05-25,403.920013,441.769989,398.519989,441.769989,441.769989,0
1970-06-01,449.700012,454.779999,440.500000,440.500000,440.500000,0
1970-06-08,441.029999,441.029999,428.660004,428.660004,428.660004,0
1970-06-15,430.029999,444.730011,430.029999,444.730011,444.730011,0
1970-06-22,441.980011,441.980011,423.160004,423.160004,423.160004,0
1970-06-29,419.570007,419.880005,418.510010,419.140015,419.140015,0
1970-07-06,412.589996,428.660004,409.200012,428.660004,428.660004,0
1970-07-13,428.339996,445.679993,427.809998,445.679993,445.679993,0
1970-07-20,446.320007,448.109985,441.980011,447.059998,447.059998,0
1970-07-27,446.109985,449.070007,446.109985,448.640015,448.640015,0
1970-08-03,443.040009,443.779999,442.619995,443.779999,443.779999,0
1970-08-10,437.329987,437.329987,429.190002,431.089996,431.089996,0
1970-08-17,431.730011,453.079987,431.730011,453.079987,453.079987,0
1970-08-24,463.660004,470.320007,463.660004,470.320007,470.320007,0
1970-08-31,468.630005,476.980011,465.350006,476.980011,476.980011,0
1970-09-07,478.670013,478.670013,474.649994,476.239990,476.239990,0
1970-09-14,473.910004,477.829987,469.369995,477.829987,477.829987,0
1970-09-21,473.910004,486.070007,472.220001,486.070007,486.070007,0
1970-09-28,485.649994,493.369995,485.649994,493.369995,493.369995,0
1970-10-05,500.670013,502.149994,491.779999,491.779999,491.779999,0
1970-10-12,486.920013,488.820007,485.859985,486.179993,486.179993,0
1970-10-19,479.619995,482.589996,479.619995,482.589996,482.589996,0
1970-10-26,480.049988,480.149994,478.670013,478.779999,478.779999,0
1970-11-02,480.470001,485.549988,480.470001,484.809998,484.809998,0
1970-11-09,487.339996,489.670013,479.839996,479.839996,479.839996,0
1970-11-16,478.989990,480.790009,475.820007,480.790009,480.790009,0
1970-11-23,483.540009,493.160004,483.540009,493.160004,493.160004,0
1970-11-30,501.299988,514.409973,501.299988,514.409973,514.409973,0
1970-12-07,517.479980,518.960022,514.940002,518.960022,518.960022,0
1970-12-14,516.000000,518.750000,515.260010,518.750000,518.750000,0
1970-12-21,517.369995,522.030029,517.369995,522.030029,522.030029,0
1970-12-28,524.770020,531.750000,524.770020,531.119995,531.119995,0
1971-01-04,525.830017,534.179993,525.830017,533.549988,533.549988,0
1971-01-11,532.919983,540.950012,532.919983,540.950012,540.950012,0
1971-01-18,542.859985,551.000000,542.859985,551.000000,551.000000,0
1971-01-25,553.530029,556.599976,551.099976,556.599976,556.599976,0
1971-02-01,559.979980,564.210022,559.979980,564.210022,564.210022,0
1971-02-08,567.390015,572.669983,566.650024,572.669983,572.669983,0
1971-02-15,574.049988,574.049988,562.520020,562.520020,562.520020,0
1971-02-22,556.390015,563.690002,556.390015,562.419983,562.419983,0
1971-03-01,564.000000,575.950012,564.000000,575.950012,575.950012,0
1971-03-08,578.590027,579.760010,578.590027,579.760010,579.760010,0
1971-03-15,586.210022,589.700012,586.210022,588.849976,588.849976,0
1971-03-22,586.520020,586.520020,581.239990,583.559998,583.559998,0
1971-03-29,584.200012,587.690002,584.200012,587.690002,587.690002,0
1971-04-05,588.750000,595.619995,588.750000,595.619995,595.619995,0
1971-04-12,599.849976,603.340027,599.849976,603.340027,603.340027,0
1971-04-19,605.770020,606.090027,601.429993,606.090027,606.090027,0
1971-04-26,606.090027,610.739990,605.559998,605.559998,605.559998,0
1971-05-03,601.750000,605.030029,599.210022,599.210022,599.210022,0
1971-05-10,596.150024,599.530029,595.830017,595.830017,595.830017,0
1971-05-17,586.630005,589.909973,586.630005,587.789978,587.789978,0
1971-05-24,583.039978,583.039978,579.119995,580.710022,580.710022,0
1971-05-31,584.299988,591.599976,584.299988,591.599976,591.599976,0
1971-06-07,590.650024,590.650024,586.099976,590.010010,590.010010,0
1971-06-14,585.359985,586.630005,577.640015,577.640015,577.640015,0
1971-06-21,570.880005,574.369995,569.289978,572.039978,572.039978,0
1971-06-28,570.659973,583.460022,570.659973,583.460022,583.460022,0
1971-07-05,583.669983,589.590027,583.669983,589.590027,589.590027,0
1971-07-12,590.330017,590.330017,581.239990,581.239990,581.239990,0
1971-07-19,579.859985,582.190002,579.650024,579.650024,579.650024,0
1971-07-26,577.849976,577.849976,558.400024,558.400024,558.400024,0
1971-08-02,560.719971,560.719971,548.250000,550.570007,550.570007,0
1971-08-09,546.239990,560.719971,546.239990,559.140015,559.140015,0
1971-08-16,578.070007,584.409973,573.940002,575.000000,575.000000,0
1971-08-23,580.289978,587.049988,580.289978,587.049988,587.049988,0
1971-08-30,581.659973,588.530029,578.809998,588.530029,588.530029,0
1971-09-06,591.489990,592.549988,587.479980,587.479980,587.479980,0
1971-09-13,585.570007,585.570007,581.130005,584.090027,584.090027,0
1971-09-20,582.299988,582.299988,573.729980,573.729980,573.729980,0
1971-09-27,570.559998,577.960022,570.559998,577.960022,577.960022,0
1971-10-04,579.440002,584.409973,578.809998,580.919983,580.919983,0
1971-10-11,579.650024,581.770020,571.619995,571.619995,571.619995,0
1971-10-18,568.760010,568.760010,558.500000,558.500000,558.500000,0
1971-10-25,556.179993,556.179993,547.719971,550.570007,550.570007,0
1971-11-01,542.429993,553.530029,542.429993,551.530029,551.530029,0
1971-11-08,551.099976,551.530029,537.669983,537.669983,537.669983,0
1971-11-15,535.770020,541.059998,533.659973,533.659973,533.659973,0
1971-11-22,528.369995,534.710022,524.460022,534.710022,534.710022,0
1971-11-29,544.229980,565.799988,544.229980,565.799988,565.799988,0
1971-12-06,563.049988,570.880005,563.049988,570.880005,570.880005,0
1971-12-13,572.989990,584.940002,570.880005,584.940002,584.940002,0
1971-12-20,592.340027,593.820007,588.109985,588.109985,588.109985,0
1971-12-27,589.059998,596.679993,589.059998,596.679993,596.679993,0
1972-01-03,594.559998,604.919983,594.559998,604.919983,604.919983,0
1972-01-10,604.500000,606.830017,602.909973,605.030029,605.030029,0
1972-01-17,606.830017,609.260010,606.830017,606.830017,606.830017,0
1972-01-24,600.270020,610.950012,600.270020,610.950012,610.950012,0
1972-01-31,610.210022,616.030029,610.210022,616.030029,616.030029,0
1972-02-07,614.020020,619.510010,614.020020,616.770020,616.770020,0
1972-02-14,614.229980,620.039978,614.229980,618.349976,618.349976,0
1972-02-21,618.250000,623.320007,618.250000,623.320007,623.320007,0
1972-02-28,623.960022,635.159973,623.960022,635.159973,635.159973,0
1972-03-06,640.030029,642.039978,638.549988,638.549988,638.549988,0
1972-03-13,632.520020,635.270020,632.520020,635.270020,635.270020,0
1972-03-20,633.150024,634.320007,627.340027,632.940002,632.940002,0
1972-03-27,631.570007,631.570007,627.130005,631.039978,631.039978,0
1972-04-03,632.520020,645.840027,632.520020,645.840027,645.840027,0
1972-04-10,644.789978,649.440002,644.789978,647.960022,647.960022,0
1972-04-17,646.369995,647.539978,642.039978,642.039978,642.039978,0
1972-04-24,638.020020,638.020020,630.409973,634.419983,634.419983,0
1972-05-01,628.710022,628.710022,623.849976,627.020020,627.020020,0
1972-05-08,623.960022,625.859985,615.070007,625.859985,625.859985,0
1972-05-15,628.820007,640.130005,627.549988,640.130005,640.130005,0
1972-05-22,643.729980,649.020020,643.729980,649.020020,649.020020,0
1972-05-29,647.219971,647.219971,642.460022,644.469971,644.469971,0
1972-06-05,639.179993,639.179993,627.549988,627.549988,627.549988,0
1972-06-12,628.080017,635.590027,628.080017,634.849976,634.849976,0
1972-06-19,633.469971,636.750000,633.260010,633.260010,633.260010,0
1972-06-26,628.710022,628.710022,624.700012,627.130005,627.130005,0
1972-07-03,629.239990,637.909973,629.239990,636.010010,636.010010,0
1972-07-10,632.729980,632.729980,621.309998,624.059998,624.059998,0
1972-07-17,618.559998,622.159973,617.719971,622.159973,622.159973,0
1972-07-24,629.030029,629.030029,625.010010,625.219971,625.219971,0
1972-07-31,624.799988,642.349976,624.799988,642.349976,642.349976,0
1972-08-07,643.200012,650.919983,643.200012,650.919983,650.919983,0
1972-08-14,653.770020,653.770020,648.059998,650.710022,650.710022,0
1972-08-21,650.280029,653.989990,644.260010,644.260010,644.260010,0
1972-08-28,641.299988,648.590027,641.299988,648.590027,648.590027,0
1972-09-04,646.799988,646.799988,640.030029,640.030029,640.030029,0
1972-09-11,635.690002,635.690002,629.880005,631.890015,631.890015,0
1972-09-18,630.510010,630.510010,628.710022,629.239990,629.239990,0
1972-09-25,626.390015,640.770020,626.390015,640.770020,640.770020,0
1972-10-02,638.859985,639.289978,630.830017,634.739990,634.739990,0
1972-10-09,636.219971,636.960022,624.909973,624.909973,624.909973,0
1972-10-16,618.460022,631.989990,618.460022,631.989990,631.989990,0
1972-10-23,638.229980,642.570007,638.229980,640.770020,640.770020,0
1972-10-30,640.450012,661.070007,640.450012,661.070007,661.070007,0
1972-11-06,660.119995,660.119995,656.840027,659.059998,659.059998,0
1972-11-13,659.799988,668.789978,659.799988,668.789978,668.789978,0
1972-11-20,669.000000,677.989990,669.000000,677.989990,677.989990,0
1972-11-27,674.919983,679.789978,673.549988,679.789978,679.789978,0
1972-12-04,681.789978,687.400024,680.530029,687.400024,687.400024,0
1972-12-11,688.770020,688.770020,682.849976,683.380005,683.380005,0
1972-12-18,675.869995,675.869995,666.250000,670.159973,670.159973,0
1972-12-25,672.169983,681.789978,672.169983,681.789978,681.789978,0
1973-01-01,687.929993,691.200012,687.929993,691.200012,691.200012,0
1973-01-08,690.989990,692.369995,686.760010,686.760010,686.760010,0
1973-01-15,681.159973,683.059998,678.940002,682.109985,682.109985,0
1973-01-22,678.619995,678.619995,666.669983,666.669983,666.669983,0
1973-01-29,663.710022,663.710022,653.349976,653.349976,653.349976,0
1973-02-05,652.190002,654.510010,646.049988,654.510010,654.510010,0
1973-02-12,661.700012,665.299988,651.979980,654.830017,654.830017,0
1973-02-19,656.630005,656.630005,643.090027,643.090027,643.090027,0
1973-02-26,637.489990,637.489990,630.299988,636.219971,636.219971,0
1973-03-05,638.340027,649.119995,638.340027,645.210022,645.210022,0
1973-03-12,645.210022,650.500000,642.349976,642.349976,642.349976,0
1973-03-19,634.320007,634.320007,614.549988,614.859985,614.859985,0
1973-03-26,620.150024,636.010010,620.150024,629.979980,629.979980,0
1973-04-02,622.690002,622.690002,611.369995,615.710022,615.710022,0
1973-04-09,624.059998,634.109985,624.059998,630.719971,630.719971,0
1973-04-16,627.229980,630.090027,623.849976,630.090027,630.090027,0
1973-04-23,626.919983,626.919983,601.219971,601.219971,601.219971,0
1973-04-30,599.849976,621.419983,599.849976,621.419983,621.419983,0
1973-05-07,618.669983,622.789978,607.250000,607.250000,607.250000,0
1973-05-14,594.239990,597.520020,581.130005,581.130005,581.130005,0
1973-05-21,573.309998,602.280029,573.309998,602.280029,602.280029,0
1973-05-28,600.590027,600.590027,580.070007,580.070007,580.070007,0
1973-06-04,573.940002,595.200012,573.940002,595.200012,595.200012,0
1973-06-11,593.500000,602.169983,585.359985,585.359985,585.359985,0
1973-06-18,576.900024,581.130005,574.369995,576.900024,576.900024,0
1973-06-25,568.760010,581.979980,568.760010,579.859985,579.859985,0
1973-07-02,572.780029,572.780029,564.210022,564.210022,564.210022,0
1973-07-09,569.080017,590.650024,569.080017,582.820007,582.820007,0
1973-07-16,592.020020,603.650024,592.020020,603.650024,603.650024,0
1973-07-23,605.770020,618.989990,605.770020,617.080017,617.080017,0
1973-07-30,615.179993,615.179993,600.479980,600.479980,600.479980,0
1973-08-06,601.960022,601.960022,590.440002,590.440002,590.440002,0
1973-08-13,583.989990,583.989990,577.010010,577.109985,577.109985,0
1973-08-20,572.989990,573.840027,566.219971,572.880005,572.880005,0
1973-08-27,576.900024,588.320007,576.900024,588.320007,588.320007,0
1973-09-03,590.440002,594.880005,590.440002,593.400024,593.400024,0
1973-09-10,588.010010,591.280029,583.559998,591.280029,591.280029,0
1973-09-17,591.070007,610.419983,589.799988,610.419983,610.419983,0
1973-09-24,612.320007,621.739990,612.320007,618.669983,618.669983,0
1973-10-01,617.719971,627.450012,617.719971,627.450012,627.450012,0
1973-10-08,630.190002,637.070007,623.849976,637.070007,637.070007,0
1973-10-15,629.450012,629.450012,627.969971,629.030029,629.030029,0
1973-10-22,622.580017,633.369995,622.580017,633.369995,633.369995,0
1973-10-29,631.989990,631.989990,609.150024,609.150024,609.150024,0
